TRIANT_g22929	-1	TRIANT_C1	1	6452
TRIANT_g22930	1	TRIANT_C1	16221	16949
TRIANT_g22931	-1	TRIANT_C1	342113	376125
TRIANT_g22932	-1	TRIANT_C1	384010	384807
TRIANT_g22933	1	TRIANT_C1	385205	459522
TRIANT_g22934	1	TRIANT_C1	483077	509987
TRIANT_g22935	-1	TRIANT_C1	532077	571275
TRIANT_g22936	-1	TRIANT_C1	606349	641106
TRIANT_g22937	-1	TRIANT_C1	644593	674529
TRIANT_g22938	1	TRIANT_C1	873375	873833
TRIANT_g22939	-1	TRIANT_C1	1125922	1126368
TRIANT_g22940	1	TRIANT_C1	1363183	1396557
TRIANT_g22941	-1	TRIANT_C1	2125263	2125595
TRIANT_g22942	1	TRIANT_C1	2177279	2198289
TRIANT_g22943	-1	TRIANT_C1	2202233	2216217
TRIANT_g22944	1	TRIANT_C1	2394239	2433410
TRIANT_g22945	-1	TRIANT_C1	2444714	2445064
TRIANT_g22946	1	TRIANT_C1	2458410	2474239
TRIANT_g22947	-1	TRIANT_C1	2481664	2503713
TRIANT_g22948	-1	TRIANT_C1	2529393	2547779
TRIANT_g22949	-1	TRIANT_C1	2547840	2548849
TRIANT_g22950	1	TRIANT_C1	2676125	2749211
TRIANT_g22951	1	TRIANT_C1	3039383	3253700
TRIANT_g22952	1	TRIANT_C1	3267962	3308356
TRIANT_g22953	1	TRIANT_C1	3319730	3320148
TRIANT_g22954	-1	TRIANT_C1	3334234	3335376
TRIANT_g22955	-1	TRIANT_C1	3371625	3372056
TRIANT_g22956	1	TRIANT_C1	3379479	3379832
TRIANT_g22957	-1	TRIANT_C1	3418109	3418936
TRIANT_g22958	-1	TRIANT_C1	3442811	3443230
TRIANT_g22959	-1	TRIANT_C1	3459656	3460948
TRIANT_g22960	-1	TRIANT_C1	3514948	3585750
TRIANT_g22961	-1	TRIANT_C1	3611661	3623043
TRIANT_g22962	-1	TRIANT_C1	3629243	3669470
TRIANT_g22963	-1	TRIANT_C1	3704156	3704581
TRIANT_g22964	1	TRIANT_C1	3743486	3744010
TRIANT_g22965	-1	TRIANT_C1	3768999	3769484
TRIANT_g22966	1	TRIANT_C1	3777729	3778214
TRIANT_g22967	-1	TRIANT_C1	3795579	3796055
TRIANT_g22968	-1	TRIANT_C1	3823216	3831711
TRIANT_g22969	-1	TRIANT_C1	3848916	3849416
TRIANT_g22970	-1	TRIANT_C1	3868924	3869279
TRIANT_g22971	1	TRIANT_C1	3876840	3877262
TRIANT_g22972	-1	TRIANT_C1	3902916	3903275
TRIANT_g22973	1	TRIANT_C1	3924643	3925002
TRIANT_g22974	1	TRIANT_C1	3963105	4013989
TRIANT_g22975	-1	TRIANT_C1	4015622	4045210
TRIANT_g22976	1	TRIANT_C1	4045692	4067088
TRIANT_g22977	-1	TRIANT_C1	4403236	4422280
TRIANT_g22978	-1	TRIANT_C1	4493826	4515287
TRIANT_g22979	-1	TRIANT_C1	4516019	4527301
TRIANT_g22980	1	TRIANT_C1	4533237	4533632
TRIANT_g22981	1	TRIANT_C1	4627302	4646339
TRIANT_g22982	1	TRIANT_C1	4646511	4664639
TRIANT_g22983	1	TRIANT_C1	5014984	5066046
TRIANT_g22984	1	TRIANT_C1	5345605	5413510
TRIANT_g22985	-1	TRIANT_C1	5478016	5512983
TRIANT_g22986	-1	TRIANT_C1	5743464	5827561
TRIANT_g22987	-1	TRIANT_C1	5981139	6014402
TRIANT_g22988	-1	TRIANT_C1	6200597	6202201
TRIANT_g22989	1	TRIANT_C1	6203615	6226867
TRIANT_g22990	-1	TRIANT_C1	6231915	6246223
TRIANT_g22991	1	TRIANT_C1	6246875	6253224
TRIANT_g22992	1	TRIANT_C1	6499937	6541821
TRIANT_g22993	-1	TRIANT_C1	6565627	6589058
TRIANT_g22994	-1	TRIANT_C1	6624088	6626286
TRIANT_g22995	1	TRIANT_C1	6626822	6628873
TRIANT_g22996	-1	TRIANT_C1	6683184	6684404
TRIANT_g22997	-1	TRIANT_C1	6717607	6732574
TRIANT_g22998	1	TRIANT_C1	6772671	6773638
TRIANT_g22999	1	TRIANT_C1	6775442	6775819
TRIANT_g23000	1	TRIANT_C1	7382929	7461242
TRIANT_g23001	-1	TRIANT_C1	7558806	7559117
TRIANT_g23002	1	TRIANT_C1	7736992	7743625
TRIANT_g23003	1	TRIANT_C1	7768527	7769423
TRIANT_g23004	-1	TRIANT_C1	7775987	7796070
TRIANT_g23005	1	TRIANT_C1	7803752	7808057
