PARTEP_g17468	1	PARTEP_C1	6064	6843
PARTEP_g17469	1	PARTEP_C1	11263	28218
PARTEP_g17470	-1	PARTEP_C1	33765	39910
PARTEP_g17471	-1	PARTEP_C1	47496	63655
PARTEP_g17472	-1	PARTEP_C1	74670	112012
PARTEP_g17473	1	PARTEP_C1	115582	153485
PARTEP_g17474	1	PARTEP_C1	184852	457788
PARTEP_g17475	-1	PARTEP_C1	464218	504826
PARTEP_g17476	1	PARTEP_C1	541580	619036
PARTEP_g17477	-1	PARTEP_C1	629820	655071
PARTEP_g17478	-1	PARTEP_C1	681100	751252
PARTEP_g17479	-1	PARTEP_C1	760292	787052
PARTEP_g17480	-1	PARTEP_C1	936956	945365
PARTEP_g17481	1	PARTEP_C1	1056309	1088719
PARTEP_g17482	-1	PARTEP_C1	1093179	1122935
PARTEP_g17483	1	PARTEP_C1	1148073	1164181
PARTEP_g17484	-1	PARTEP_C1	1168235	1199219
PARTEP_g17485	-1	PARTEP_C1	1210921	1211283
PARTEP_g17486	1	PARTEP_C1	1212919	1215339
PARTEP_g17487	-1	PARTEP_C1	1224276	1232750
PARTEP_g17488	-1	PARTEP_C1	1248951	1250561
PARTEP_g17489	-1	PARTEP_C1	1250778	1253121
PARTEP_g17490	1	PARTEP_C1	1268039	1307603
PARTEP_g17491	-1	PARTEP_C1	1319576	1344109
PARTEP_g17492	-1	PARTEP_C1	1344282	1345062
PARTEP_g17493	-1	PARTEP_C1	1345474	1345788
PARTEP_g17494	1	PARTEP_C1	1359450	1360367
PARTEP_g17495	1	PARTEP_C1	1365221	1409163
PARTEP_g17496	-1	PARTEP_C1	1411473	1425094
PARTEP_g17497	-1	PARTEP_C1	1445373	1448997
PARTEP_g17498	-1	PARTEP_C1	1497163	1513961
PARTEP_g17499	-1	PARTEP_C1	1645136	1647094
PARTEP_g17500	1	PARTEP_C1	1735595	1741238
PARTEP_g17501	-1	PARTEP_C1	1768793	1914797
PARTEP_g17502	1	PARTEP_C1	1918258	1920600
PARTEP_g17503	-1	PARTEP_C1	1945224	1969674
PARTEP_g17504	-1	PARTEP_C1	2010005	2036053
PARTEP_g17505	-1	PARTEP_C1	2036975	2045616
PARTEP_g17506	1	PARTEP_C1	2045693	2059687
PARTEP_g17507	1	PARTEP_C1	2059713	2078122
PARTEP_g17508	1	PARTEP_C1	2078939	2110015
PARTEP_g17509	-1	PARTEP_C1	2133839	2142474
PARTEP_g17510	-1	PARTEP_C1	2158525	2162748
PARTEP_g17511	1	PARTEP_C1	2166953	2196508
PARTEP_g17512	1	PARTEP_C1	2196553	2206590
PARTEP_g17513	-1	PARTEP_C1	2234468	2243786
PARTEP_g17514	1	PARTEP_C1	2243892	2244701
PARTEP_g17515	-1	PARTEP_C1	2252353	2377900
PARTEP_g17516	1	PARTEP_C1	2380736	2381697
PARTEP_g17517	1	PARTEP_C1	2381760	2384874
PARTEP_g17518	-1	PARTEP_C1	2386431	2424386
PARTEP_g17519	-1	PARTEP_C1	2437705	2438652
PARTEP_g17520	-1	PARTEP_C1	2446584	2476499
PARTEP_g17521	1	PARTEP_C1	2480150	2481816
PARTEP_g17522	1	PARTEP_C1	2482731	2514866
PARTEP_g17523	-1	PARTEP_C1	2520298	2528280
PARTEP_g17524	1	PARTEP_C1	2528909	2544311
PARTEP_g17525	1	PARTEP_C1	2550414	2552261
PARTEP_g17526	-1	PARTEP_C1	2558968	2625311
PARTEP_g17527	1	PARTEP_C1	2657107	2699755
PARTEP_g17528	-1	PARTEP_C1	2708902	2735054
PARTEP_g17529	1	PARTEP_C1	2735736	2741623
PARTEP_g17530	-1	PARTEP_C1	2758737	2778181
PARTEP_g17531	1	PARTEP_C1	2795521	2882840
PARTEP_g17532	-1	PARTEP_C1	2912056	2931903
PARTEP_g17533	1	PARTEP_C1	2933529	2933941
PARTEP_g17534	1	PARTEP_C1	2934024	2934326
PARTEP_g17535	-1	PARTEP_C1	2945135	2955442
PARTEP_g17536	-1	PARTEP_C1	2968095	3014683
PARTEP_g17537	1	PARTEP_C1	3055268	3084229
PARTEP_g17538	1	PARTEP_C1	3084257	3117830
PARTEP_g17539	1	PARTEP_C1	3149716	3182008
PARTEP_g17540	-1	PARTEP_C1	3192391	3201570
PARTEP_g17541	-1	PARTEP_C1	3209758	3210273
PARTEP_g17542	1	PARTEP_C1	3234575	3244976
PARTEP_g17543	-1	PARTEP_C1	3278406	3290340
PARTEP_g17544	1	PARTEP_C1	3305456	3330983
PARTEP_g17545	1	PARTEP_C1	3395403	3395771
PARTEP_g17546	-1	PARTEP_C1	3437985	3438431
PARTEP_g17547	1	PARTEP_C1	3526617	3526937
PARTEP_g17548	-1	PARTEP_C1	3532752	3535100
PARTEP_g17549	-1	PARTEP_C1	3535205	3549062
PARTEP_g17550	1	PARTEP_C1	3566336	3568171
PARTEP_g17551	-1	PARTEP_C1	3585488	3611434
PARTEP_g17552	-1	PARTEP_C1	3627326	3629776
PARTEP_g17553	1	PARTEP_C1	3651139	3700578
PARTEP_g17554	-1	PARTEP_C1	3707460	3717696
PARTEP_g17555	1	PARTEP_C1	3723119	3742686
PARTEP_g17556	-1	PARTEP_C1	3755016	3764107
PARTEP_g17557	-1	PARTEP_C1	3879915	3894585
PARTEP_g17558	1	PARTEP_C1	4130201	4132883
PARTEP_g17559	-1	PARTEP_C1	4191342	4197309
PARTEP_g17560	-1	PARTEP_C1	4334649	4336140
PARTEP_g17561	1	PARTEP_C1	4363918	4385970
PARTEP_g17562	1	PARTEP_C1	4388489	4415922
PARTEP_g17563	-1	PARTEP_C1	4426967	4447392
PARTEP_g17564	1	PARTEP_C1	4447992	4456931
PARTEP_g17565	-1	PARTEP_C1	4468180	4476926
PARTEP_g17566	-1	PARTEP_C1	4486271	4531347
PARTEP_g17567	1	PARTEP_C1	4535241	4588002
PARTEP_g17568	-1	PARTEP_C1	4607272	4615782
PARTEP_g17569	-1	PARTEP_C1	4624054	4635187
PARTEP_g17570	1	PARTEP_C1	4661003	4701894
PARTEP_g17571	-1	PARTEP_C1	4705287	4718579
PARTEP_g17572	1	PARTEP_C1	4719854	4755887
PARTEP_g17573	1	PARTEP_C1	4778314	4820343
PARTEP_g17574	-1	PARTEP_C1	4860226	4860957
PARTEP_g17575	1	PARTEP_C1	4930425	4965290
PARTEP_g17576	1	PARTEP_C1	4974468	4983895
PARTEP_g17577	-1	PARTEP_C1	4988332	4988784
PARTEP_g17578	1	PARTEP_C1	5011250	5033046
PARTEP_g17579	1	PARTEP_C1	5048515	5062355
PARTEP_g17580	1	PARTEP_C1	5078425	5095687
PARTEP_g17581	1	PARTEP_C1	5099783	5127752
PARTEP_g17582	-1	PARTEP_C1	5176205	5194538
PARTEP_g17583	1	PARTEP_C1	5209990	5210517
PARTEP_g17584	1	PARTEP_C1	5223082	5231365
PARTEP_g17585	1	PARTEP_C1	5286314	5286676
PARTEP_g17586	1	PARTEP_C1	5292615	5297461
PARTEP_g17587	-1	PARTEP_C1	5335681	5359570
PARTEP_g17588	-1	PARTEP_C1	5374756	5410104
PARTEP_g17589	-1	PARTEP_C1	5434683	5453086
PARTEP_g17590	-1	PARTEP_C1	5473251	5483697
PARTEP_g17591	-1	PARTEP_C1	5483998	5484671
PARTEP_g17592	-1	PARTEP_C1	5486769	5487083
PARTEP_g17593	-1	PARTEP_C1	5487124	5487456
PARTEP_g17594	-1	PARTEP_C1	5495583	5497451
PARTEP_g17595	1	PARTEP_C1	5499835	5527864
PARTEP_g17596	-1	PARTEP_C1	5532379	5561042
PARTEP_g17597	-1	PARTEP_C1	5569008	5630154
PARTEP_g17598	1	PARTEP_C1	5634316	5752146
PARTEP_g17599	-1	PARTEP_C1	5772136	5839512
PARTEP_g17600	1	PARTEP_C1	5842886	5852845
PARTEP_g17601	1	PARTEP_C1	5859989	5860843
PARTEP_g17602	1	PARTEP_C1	5884467	5898240
PARTEP_g17603	-1	PARTEP_C1	5909034	5946260
PARTEP_g17604	1	PARTEP_C1	5956833	5974590
PARTEP_g17605	1	PARTEP_C1	6113949	6114410
PARTEP_g17606	-1	PARTEP_C1	6119709	6125545
PARTEP_g17607	-1	PARTEP_C1	6295371	6296526
PARTEP_g17608	-1	PARTEP_C1	6300970	6305021
PARTEP_g17609	1	PARTEP_C1	6305915	6314590
PARTEP_g17610	1	PARTEP_C1	6388566	6394521
PARTEP_g17611	-1	PARTEP_C1	6412000	6423716
PARTEP_g17612	1	PARTEP_C1	6454619	6455809
PARTEP_g17613	-1	PARTEP_C1	6462050	6463279
PARTEP_g17614	1	PARTEP_C1	6471542	6472862
PARTEP_g17615	-1	PARTEP_C1	6482594	6484234
PARTEP_g17616	1	PARTEP_C1	6484635	6506929
PARTEP_g17617	-1	PARTEP_C1	6515560	6547047
PARTEP_g17618	1	PARTEP_C1	6682390	6828154
PARTEP_g17619	-1	PARTEP_C1	6866511	6966392
PARTEP_g17620	1	PARTEP_C1	6974323	7011656
PARTEP_g17621	1	PARTEP_C1	7020615	7048284
PARTEP_g17622	-1	PARTEP_C1	7056064	7063614
PARTEP_g17623	1	PARTEP_C1	7064086	7064943
PARTEP_g17624	1	PARTEP_C1	7115634	7135303
PARTEP_g17625	-1	PARTEP_C1	7140877	7142559
PARTEP_g17626	1	PARTEP_C1	7144287	7145030
PARTEP_g17627	1	PARTEP_C1	7147206	7156297
PARTEP_g17628	-1	PARTEP_C1	7163681	7165768
PARTEP_g17629	1	PARTEP_C1	7166895	7212485
PARTEP_g17630	-1	PARTEP_C1	7217294	7259801
PARTEP_g17631	-1	PARTEP_C1	7321823	7322299
PARTEP_g17632	-1	PARTEP_C1	7341334	7347824
PARTEP_g17633	1	PARTEP_C1	7364461	7392597
PARTEP_g17634	1	PARTEP_C1	7411422	7426946
PARTEP_g17635	-1	PARTEP_C1	7595381	7608585
PARTEP_g17636	1	PARTEP_C1	7723011	7762646
PARTEP_g17637	1	PARTEP_C1	7764034	7811892
PARTEP_g17638	1	PARTEP_C1	7817279	7820579
PARTEP_g17639	-1	PARTEP_C1	7823213	7823892
PARTEP_g17640	-1	PARTEP_C1	7823918	7824883
PARTEP_g17641	-1	PARTEP_C1	7825123	7826525
PARTEP_g17642	-1	PARTEP_C1	7826809	7827909
PARTEP_g17643	1	PARTEP_C1	7859684	7863035
PARTEP_g17644	-1	PARTEP_C1	7876354	7904791
PARTEP_g17645	-1	PARTEP_C1	7994782	7998435
PARTEP_g17646	-1	PARTEP_C1	8023427	8025821
PARTEP_g17647	1	PARTEP_C1	8052342	8058833
PARTEP_g17648	-1	PARTEP_C1	8066347	8072515
PARTEP_g17649	-1	PARTEP_C1	8082321	8108060
PARTEP_g17650	1	PARTEP_C1	8108436	8121092
PARTEP_g17651	1	PARTEP_C1	8144833	8325795
PARTEP_g17652	-1	PARTEP_C1	8343673	8370174
PARTEP_g17653	1	PARTEP_C1	8383347	8434698
PARTEP_g17654	-1	PARTEP_C1	8412551	8412901
PARTEP_g17655	-1	PARTEP_C1	8443791	8448237
PARTEP_g17656	-1	PARTEP_C1	8463466	8503194
PARTEP_g17657	1	PARTEP_C1	8522772	8549930
PARTEP_g17658	-1	PARTEP_C1	8559877	8566798
PARTEP_g17659	-1	PARTEP_C1	8607670	8607999
PARTEP_g17660	-1	PARTEP_C1	8640489	8645391
PARTEP_g17661	1	PARTEP_C1	8646705	8703468
PARTEP_g17662	1	PARTEP_C1	8721988	8755974
PARTEP_g17663	1	PARTEP_C1	8929350	8953982
PARTEP_g17664	-1	PARTEP_C1	8951794	8952225
PARTEP_g17665	1	PARTEP_C1	8979271	9087164
PARTEP_g17666	1	PARTEP_C1	9273923	9276214
PARTEP_g17667	1	PARTEP_C1	9415953	9552733
PARTEP_g17668	-1	PARTEP_C1	9645378	9646733
PARTEP_g17669	-1	PARTEP_C1	9646759	9647106
PARTEP_g17670	1	PARTEP_C1	9666388	9667347
PARTEP_g17671	1	PARTEP_C1	9769203	9778357
PARTEP_g17672	-1	PARTEP_C1	9784004	9786782
PARTEP_g17673	1	PARTEP_C1	9795832	9817301
PARTEP_g17674	-1	PARTEP_C1	9832202	9849754
PARTEP_g17675	1	PARTEP_C1	9843476	9878052
PARTEP_g17676	1	PARTEP_C1	9903424	9921386
PARTEP_g17677	1	PARTEP_C1	9960290	9976582
PARTEP_g17678	-1	PARTEP_C1	9984908	9995845
PARTEP_g17679	-1	PARTEP_C1	10033080	10042928
PARTEP_g17680	-1	PARTEP_C1	10139696	10235612
PARTEP_g17681	-1	PARTEP_C1	10310720	10398398
PARTEP_g17682	-1	PARTEP_C1	10437907	10441378
PARTEP_g17683	-1	PARTEP_C1	10460825	10476371
PARTEP_g17684	1	PARTEP_C1	10477984	10498096
PARTEP_g17685	1	PARTEP_C1	10503540	10504989
PARTEP_g17686	-1	PARTEP_C1	10515386	10516453
PARTEP_g17687	1	PARTEP_C1	10673240	10685849
PARTEP_g17688	-1	PARTEP_C1	10740407	10742302
PARTEP_g17689	1	PARTEP_C1	10768214	10952702
PARTEP_g17690	1	PARTEP_C1	10966758	11083122
PARTEP_g17691	-1	PARTEP_C1	11315662	11331136
PARTEP_g17692	-1	PARTEP_C1	11564244	11568523
PARTEP_g17693	-1	PARTEP_C1	11679820	11692643
PARTEP_g17694	-1	PARTEP_C1	11705749	11741693
PARTEP_g17695	1	PARTEP_C1	11742932	11763088
PARTEP_g17696	1	PARTEP_C1	11766858	11787492
PARTEP_g17697	1	PARTEP_C1	11798275	11819603
PARTEP_g17698	-1	PARTEP_C1	11842005	11869730
PARTEP_g17699	1	PARTEP_C1	11911924	11924826
PARTEP_g17700	-1	PARTEP_C1	11930916	11942583
PARTEP_g17701	-1	PARTEP_C1	11955202	11958759
PARTEP_g17702	1	PARTEP_C1	11976580	11994426
PARTEP_g17703	1	PARTEP_C1	12003241	12005284
PARTEP_g17704	-1	PARTEP_C1	12011967	12048018
PARTEP_g17705	1	PARTEP_C1	12050372	12071797
PARTEP_g17706	-1	PARTEP_C1	12080509	12086776
PARTEP_g17707	-1	PARTEP_C1	12095758	12106862
PARTEP_g17708	-1	PARTEP_C1	12115223	12126771
PARTEP_g17709	1	PARTEP_C1	12135836	12136522
PARTEP_g17710	-1	PARTEP_C1	12138224	12143601
PARTEP_g17711	-1	PARTEP_C1	12143919	12144314
PARTEP_g17712	-1	PARTEP_C1	12154647	12156756
PARTEP_g17713	1	PARTEP_C1	12163370	12163726
PARTEP_g17714	1	PARTEP_C1	12164562	12170216
